Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Ulm,2.07,3.53,-1.46,1.76,1.99,-0.23,0.31,0.78,-0.47,2.07,2.77,-0.70,1,5,-4,-2.54,42.50,44.4,45.78,0.92,0.55,164,7,9,11,9.78,20.0,13.20,4,3,20,3,14,54.6,40.72,77.93,82.33,57.4,37.63,0,Hansa Rostock 5-1 Ulm,2026-04-11
Hansa Rostock,3.53,2.07,1.46,1.99,1.76,0.23,0.78,0.31,0.47,2.77,2.07,0.70,5,1,4,2.54,57.50,55.6,46.37,0.55,0.92,229,11,11,9,20.0,9.78,9.31,3,4,21,5,12,79.5,59.28,16.73,17.67,95.13,62.37,4,Hansa Rostock 5-1 Ulm,2026-04-11
Ingolstadt,1.27,2.80,-1.53,0.93,1.60,-0.67,0.35,1.21,-0.86,1.27,2.80,-1.53,1,4,-3,-1.47,45.60,39.84,46.24,0.65,1.0,138,7,10,34,15.38,34.0,18.44,0,3,21,8,11,35.0,16.42,38.93,57.99,28.3,13.13,2,Rot-Weiss Essen 4-1 Ingolstadt,2026-04-11
Rot-Weiss Essen,2.80,1.27,1.53,1.60,0.93,0.67,1.21,0.35,0.86,2.80,1.27,1.53,4,1,3,1.47,54.40,60.16,51.06,1.0,0.65,216,27,34,10,34.0,15.38,10.44,3,0,31,14,10,178.2,83.58,28.2,42.01,187.27,86.87,5,Rot-Weiss Essen 4-1 Ingolstadt,2026-04-11
Stuttgart II,1.59,2.57,-0.98,1.54,2.57,-1.03,0.05,0.00,0.05,1.59,2.57,-0.98,1,3,-2,-1.02,54.80,46.7,38.53,0.64,0.9,131,12,9,17,14.06,18.89,7.62,5,7,11,2,15,41.7,31.83,15.67,15.81,25.97,12.94,3,Alemannia Aachen 3-1 Stuttgart II,2026-04-11
Alemannia Aachen,2.57,1.59,0.98,2.57,1.54,1.03,0.00,0.05,-0.05,2.57,1.59,0.98,3,1,2,1.02,45.20,53.3,44.99,0.9,0.64,130,17,17,9,18.89,14.06,9.51,7,5,11,2,18,89.3,68.17,83.47,84.19,174.73,87.06,2,Alemannia Aachen 3-1 Stuttgart II,2026-04-11
Saarbrücken,2.41,0.74,1.67,2.17,0.52,1.65,0.25,0.22,0.03,2.41,0.74,1.67,0,2,-2,-3.67,63.90,69.08,50.64,1.54,0.3,342,23,19,7,12.34,23.33,10.29,4,1,42,12,7,232.1,82.63,14.93,12.75,145.37,64.03,0,Havelse 2-0 Saarbrücken,2026-04-11
Havelse,0.74,2.41,-1.67,0.52,2.17,-1.65,0.22,0.25,-0.03,0.74,2.41,-1.67,2,0,2,3.67,36.10,30.92,45.18,0.3,1.54,156,8,7,19,23.33,12.34,27.25,1,4,11,2,9,48.8,17.37,102.2,87.25,81.67,35.97,0,Havelse 2-0 Saarbrücken,2026-04-11
Wehen Wiesbaden,2.09,1.74,0.35,1.13,1.54,-0.41,0.20,0.20,0.00,1.33,1.74,-0.41,1,2,-1,-1.35,62.50,71.0,47.70,1.52,0.24,250,25,14,9,9.21,37.5,9.23,5,1,24,5,10,182.3,78.65,42.13,29.11,111.17,61.64,0,Viktoria Köln 2-1 Wehen Wiesbaden,2026-04-11
Viktoria Köln,1.74,2.09,-0.35,1.54,1.13,0.41,0.20,0.20,0.00,1.74,1.33,0.41,2,1,1,1.35,37.50,29.0,38.74,0.24,1.52,95,6,9,14,37.5,9.21,14.82,1,5,10,6,17,49.5,21.35,102.6,70.89,69.17,38.36,2,Viktoria Köln 2-1 Wehen Wiesbaden,2026-04-11
MSV Duisburg,3.86,1.99,1.87,3.65,1.86,1.79,0.22,0.13,0.09,3.86,1.99,1.87,4,1,3,1.13,32.70,45.22,47.07,0.83,1.06,148,15,19,16,22.89,15.09,17.97,9,4,10,5,9,71.7,39.79,140.33,99.34,219.37,97.01,4,Waldhof Mannheim 1-4 MSV Duisburg,2026-04-11
Waldhof Mannheim,1.99,3.86,-1.87,1.86,3.65,-1.79,0.13,0.22,-0.09,1.99,3.86,-1.87,1,4,-3,-1.13,67.30,54.78,45.55,1.06,0.83,282,21,16,19,15.09,22.89,12.10,4,9,18,7,6,108.5,60.21,0.93,0.66,6.77,2.99,0,Waldhof Mannheim 1-4 MSV Duisburg,2026-04-11
Schweinfurt,1.89,1.46,0.43,1.89,0.70,1.19,0.00,0.00,0.00,1.89,0.70,1.19,1,1,0,-0.43,36.30,45.74,43.53,0.75,0.44,138,9,9,9,12.0,20.45,15.50,5,4,6,0,14,69.2,43.41,126.47,85.84,148.8,74.77,5,Hoffenheim II 1-1 Schweinfurt,2026-04-10
Hoffenheim II,1.46,1.89,-0.43,0.70,1.89,-1.19,0.00,0.00,0.00,0.70,1.89,-1.19,1,1,0,0.43,63.70,54.26,44.33,0.44,0.75,278,5,9,9,20.45,12.0,9.00,4,5,13,2,14,90.2,56.59,20.87,14.16,50.2,25.23,0,Hoffenheim II 1-1 Schweinfurt,2026-04-10
Hansa Rostock,1.69,1.38,0.31,1.61,1.13,0.48,0.08,0.25,-0.17,1.69,1.38,0.31,2,1,1,0.69,32.80,30.03,41.24,0.65,0.52,101,9,8,21,12.31,40.38,16.78,4,3,16,6,15,33.0,15.28,126.6,94.53,94.23,48.5,2,Verl 1-2 Hansa Rostock,2026-04-08
Verl,1.38,1.69,-0.31,1.13,1.61,-0.48,0.25,0.08,0.17,1.38,1.69,-0.31,1,2,-1,-0.69,67.20,69.97,48.77,0.52,0.65,307,12,21,8,40.38,12.31,8.46,3,4,20,8,5,182.9,84.72,7.33,5.47,100.07,51.5,1,Verl 1-2 Hansa Rostock,2026-04-08
Havelse,2.14,2.33,-0.19,1.20,2.18,-0.98,0.19,0.15,0.04,1.38,2.33,-0.95,4,1,3,3.19,48.40,46.35,45.42,0.49,1.17,180,8,5,14,10.2,11.97,14.50,5,5,11,1,5,57.0,40.77,71.4,59.37,90.93,60.17,1,Wehen Wiesbaden 1-4 Havelse,2026-04-08
Wehen Wiesbaden,2.33,2.14,0.19,2.18,1.20,0.98,0.15,0.19,-0.04,2.33,1.38,0.95,1,4,-3,-3.19,51.60,53.65,49.03,1.17,0.49,234,18,14,5,11.97,10.2,11.06,5,5,19,6,17,82.8,59.23,48.87,40.63,60.2,39.83,2,Wehen Wiesbaden 1-4 Havelse,2026-04-08
Ulm,1.67,1.58,0.09,1.56,1.53,0.03,0.10,0.05,0.05,1.67,1.58,0.09,1,1,0,-0.09,44.40,47.8,45.98,0.63,0.87,185,8,12,11,19.05,12.64,15.60,4,6,21,8,12,66.7,42.0,96.0,77.38,102.83,59.74,1,Stuttgart II 1-1 Ulm,2026-04-08
Stuttgart II,1.58,1.67,-0.09,1.53,1.56,-0.03,0.05,0.10,-0.05,1.58,1.67,-0.09,1,1,0,0.09,55.60,52.2,47.05,0.87,0.63,254,12,11,12,12.64,19.05,11.42,6,4,10,3,15,92.1,58.0,28.07,22.62,69.3,40.26,1,Stuttgart II 1-1 Ulm,2026-04-08
Viktoria Köln,1.31,2.25,-0.94,1.04,2.15,-1.11,0.27,0.10,0.17,1.31,2.25,-0.94,2,1,1,1.94,44.10,42.86,46.98,0.42,1.09,182,10,12,19,28.57,17.43,12.21,3,5,17,4,14,76.0,34.33,105.93,78.47,115.27,70.86,4,Ingolstadt 1-2 Viktoria Köln,2026-04-08
Ingolstadt,2.25,1.31,0.94,2.15,1.04,1.11,0.10,0.27,-0.17,2.25,1.31,0.94,1,2,-1,-1.94,55.90,57.14,46.37,1.09,0.42,238,17,19,12,17.43,28.57,12.00,5,3,20,4,13,145.4,65.67,29.07,21.53,47.4,29.14,1,Ingolstadt 1-2 Viktoria Köln,2026-04-08
Alemannia Aachen,1.56,2.73,-1.17,1.29,1.77,-0.48,0.27,0.97,-0.70,1.56,2.73,-1.17,1,1,0,1.17,45.00,48.74,48.24,0.87,1.02,197,10,16,17,18.39,16.67,11.20,3,7,15,5,16,133.4,47.99,57.6,58.61,125.83,59.37,0,Saarbrücken 1-1 Alemannia Aachen,2026-04-08
Saarbrücken,2.73,1.56,1.17,1.77,1.29,0.48,0.97,0.27,0.70,2.73,1.56,1.17,1,1,0,-1.17,55.00,51.26,43.36,1.02,0.87,186,21,17,16,16.67,18.39,9.03,7,3,24,8,12,144.6,52.01,40.67,41.39,86.1,40.63,0,Saarbrücken 1-1 Alemannia Aachen,2026-04-08
Rot-Weiss Essen,3.18,1.85,1.33,3.05,0.62,2.43,0.13,1.23,-1.10,3.18,1.85,1.33,3,1,2,0.67,48.80,55.56,48.77,1.0,0.58,178,17,22,13,22.0,22.41,14.70,7,4,24,7,6,140.1,78.93,62.47,74.55,204.4,89.23,5,Schweinfurt 1-3 Rot-Weiss Essen,2026-04-07
Schweinfurt,1.85,3.18,-1.33,0.62,3.05,-2.43,1.23,0.13,1.10,1.85,3.18,-1.33,1,3,-2,-0.67,51.20,44.44,43.58,0.58,1.0,153,6,13,22,22.41,22.0,14.95,4,7,19,5,8,37.4,21.07,21.33,25.45,24.67,10.77,2,Schweinfurt 1-3 Rot-Weiss Essen,2026-04-07
Osnabrück,0.81,0.77,0.04,0.66,0.77,-0.11,0.15,0.00,0.15,0.81,0.77,0.04,0,1,-1,-1.04,58.40,57.14,42.96,0.94,0.27,213,15,10,9,10.64,33.33,9.47,5,8,17,1,14,90.2,70.14,29.6,24.41,64.33,41.39,7,MSV Duisburg 1-0 Osnabrück,2026-04-07
MSV Duisburg,0.77,0.81,-0.04,0.77,0.66,0.11,0.00,0.15,-0.15,0.77,0.81,-0.04,1,0,1,1.04,41.60,42.86,43.14,0.27,0.94,153,5,9,10,33.33,10.64,11.00,8,5,12,0,14,38.4,29.86,91.67,75.59,91.1,58.61,4,MSV Duisburg 1-0 Osnabrück,2026-04-07
Erzgebirge Aue,2.07,2.77,-0.70,2.02,2.38,-0.36,0.05,0.39,-0.34,2.07,2.77,-0.70,0,1,-1,-0.30,47.10,52.37,45.03,1.09,0.9,179,18,12,15,11.01,16.67,16.29,4,3,17,6,9,71.3,44.48,66.0,69.47,72.9,43.78,7,Jahn Regensburg 1-0 Erzgebirge Aue,2026-04-07
Jahn Regensburg,2.77,2.07,0.70,2.38,2.02,0.36,0.39,0.05,0.34,2.77,2.07,0.70,1,0,1,0.30,52.90,47.63,45.28,0.9,1.09,201,17,15,12,16.67,11.01,14.82,3,4,25,10,11,89.0,55.52,29.0,30.53,93.6,56.22,0,Jahn Regensburg 1-0 Erzgebirge Aue,2026-04-07
1860 München,2.74,3.88,-1.14,2.63,3.85,-1.22,0.11,0.03,0.08,2.74,3.88,-1.14,0,3,-3,-1.86,47.00,46.38,40.97,0.95,1.5,137,13,15,18,15.79,12.0,13.52,5,9,12,3,10,81.6,39.17,57.93,56.28,45.66,21.06,3,Energie Cottbus 3-0 1860 München,2026-04-07
Energie Cottbus,3.88,2.74,1.14,3.85,2.63,1.22,0.03,0.11,-0.08,3.88,2.74,1.14,3,0,3,1.86,53.00,53.62,43.36,1.5,0.95,188,13,18,15,12.0,15.79,12.16,9,5,9,6,11,126.7,60.83,45.0,43.72,171.14,78.94,0,Energie Cottbus 3-0 1860 München,2026-04-07
Hoffenheim II,0.44,2.41,-1.97,0.11,2.36,-2.25,0.33,0.05,0.28,0.44,2.41,-1.97,1,1,0,1.97,34.30,26.07,41.27,0.13,1.14,118,6,4,19,30.77,16.67,12.43,5,2,9,3,13,37.0,12.91,97.2,88.1,61.83,33.15,0,Waldhof Mannheim 1-1 Hoffenheim II,2026-04-07
Waldhof Mannheim,2.41,0.44,1.97,2.36,0.11,2.25,0.05,0.33,-0.28,2.41,0.44,1.97,1,1,0,-1.97,65.70,73.93,50.82,1.14,0.13,344,19,19,4,16.67,30.77,10.14,2,5,29,8,10,249.6,87.09,13.13,11.9,124.67,66.85,2,Waldhof Mannheim 1-1 Hoffenheim II,2026-04-07
Wehen Wiesbaden,2.10,2.97,-0.87,1.63,2.92,-1.29,0.47,0.05,0.42,2.10,2.97,-0.87,0,3,-3,-2.13,53.70,49.16,41.50,0.74,1.28,170,11,17,13,22.97,10.16,11.59,1,6,21,7,13,100.5,48.36,22.27,31.84,57.84,19.76,1,Alemannia Aachen 3-0 Wehen Wiesbaden,2026-04-05
Alemannia Aachen,2.97,2.10,0.87,2.92,1.63,1.29,0.05,0.47,-0.42,2.97,2.10,0.87,3,0,3,2.13,46.30,50.84,45.07,1.28,0.74,166,14,13,17,10.16,22.97,12.06,6,1,7,3,11,107.3,51.64,47.67,68.16,234.84,80.24,0,Alemannia Aachen 3-0 Wehen Wiesbaden,2026-04-05
Ingolstadt,2.02,1.98,0.04,1.95,1.90,0.05,0.08,0.08,0.00,2.02,1.98,0.04,0,1,-1,-1.04,54.90,41.69,42.56,1.15,0.51,189,12,14,19,12.17,37.25,13.52,1,6,17,2,9,64.2,30.5,25.07,19.41,34.7,12.14,2,Saarbrücken 1-0 Ingolstadt,2026-04-05
Saarbrücken,1.98,2.02,-0.04,1.90,1.95,-0.05,0.08,0.08,0.00,1.98,2.02,-0.04,1,0,1,1.04,45.10,58.31,47.67,0.51,1.15,230,11,19,14,37.25,12.17,16.06,6,1,16,4,13,146.3,69.5,104.07,80.59,251.1,87.86,1,Saarbrücken 1-0 Ingolstadt,2026-04-05
Verl,0.97,2.44,-1.47,0.97,2.40,-1.43,0.00,0.03,-0.03,0.97,2.44,-1.47,0,1,-1,0.47,70.10,77.33,50.01,0.93,0.42,396,20,12,13,12.9,30.95,12.91,2,3,26,5,4,205.1,79.1,13.73,7.56,108.47,47.16,3,Ulm 1-0 Verl,2026-04-05
Ulm,2.44,0.97,1.47,2.40,0.97,1.43,0.03,0.00,0.03,2.44,0.97,1.47,1,0,1,-0.47,29.90,22.67,41.04,0.42,0.93,103,7,13,12,30.95,12.9,25.91,3,2,11,3,8,54.2,20.9,167.8,92.44,121.53,52.84,2,Ulm 1-0 Verl,2026-04-05
MSV Duisburg,1.45,2.47,-1.02,0.82,1.81,-0.99,0.62,0.66,-0.04,1.45,2.47,-1.02,0,1,-1,0.02,46.80,47.98,45.68,0.93,0.87,128,11,13,23,13.98,26.44,8.51,10,3,19,8,15,67.4,35.57,57.47,70.31,87.23,41.0,2,Rot-Weiss Essen 1-0 MSV Duisburg,2026-04-04
Rot-Weiss Essen,2.47,1.45,1.02,1.81,0.82,0.99,0.66,0.62,0.04,2.47,1.45,1.02,1,0,1,-0.02,53.20,52.02,45.63,0.87,0.93,159,27,23,13,26.44,13.98,9.54,3,10,22,7,9,122.1,64.43,24.27,29.69,125.53,59.0,12,Rot-Weiss Essen 1-0 MSV Duisburg,2026-04-04
Jahn Regensburg,2.97,1.68,1.29,2.35,1.67,0.68,0.62,0.02,0.60,2.97,1.68,1.29,1,3,-2,-3.29,49.00,49.29,41.83,0.72,0.4,149,13,16,13,22.22,32.5,8.97,12,10,18,5,20,86.2,52.75,50.2,51.33,95.7,51.27,0,Stuttgart II 3-1 Jahn Regensburg,2026-04-04
Stuttgart II,1.68,2.97,-1.29,1.67,2.35,-0.68,0.02,0.62,-0.60,1.68,2.97,-1.29,3,1,2,3.29,51.00,50.71,42.74,0.4,0.72,168,9,13,16,32.5,22.22,8.40,10,12,11,5,13,77.2,47.25,47.6,48.67,90.97,48.73,3,Stuttgart II 3-1 Jahn Regensburg,2026-04-04
Hoffenheim II,3.41,1.95,1.46,3.34,1.95,1.39,0.07,0.00,0.07,3.41,1.95,1.46,5,3,2,0.54,68.00,72.75,51.22,1.17,0.84,379,20,20,6,17.09,7.14,10.88,7,1,11,3,6,202.9,93.94,14.33,9.07,151.23,86.66,4,Erzgebirge Aue 3-5 Hoffenheim II,2026-04-04
Erzgebirge Aue,1.95,3.41,-1.46,1.95,3.34,-1.39,0.00,0.07,-0.07,1.95,3.41,-1.46,3,5,-2,-0.54,32.00,27.25,42.35,0.84,1.17,121,7,6,20,7.14,17.09,32.18,1,7,9,2,10,13.1,6.06,143.67,90.93,23.27,13.34,3,Erzgebirge Aue 3-5 Hoffenheim II,2026-04-04
Waldhof Mannheim,1.58,1.67,-0.09,1.42,1.41,0.01,0.16,0.26,-0.10,1.58,1.67,-0.09,1,1,0,0.09,46.50,42.25,47.12,0.61,2.22,209,7,12,17,19.67,7.66,11.30,3,7,15,4,14,73.3,33.49,42.6,48.93,92.4,44.01,1,1860 München 1-1 Waldhof Mannheim,2026-04-04
1860 München,1.67,1.58,0.09,1.41,1.42,-0.01,0.26,0.16,0.10,1.67,1.58,0.09,1,1,0,-0.09,53.50,57.75,50.28,2.22,0.61,269,26,17,12,7.66,19.67,9.08,7,3,39,8,11,145.6,66.51,44.47,51.07,117.57,55.99,7,1860 München 1-1 Waldhof Mannheim,2026-04-04
Energie Cottbus,4.56,1.18,3.38,4.56,1.18,3.38,0.00,0.00,0.00,4.56,1.18,3.38,3,0,3,-0.38,46.10,59.73,45.91,1.62,0.63,200,19,16,9,9.88,14.29,17.82,8,1,10,4,8,125.6,65.04,99.8,77.32,222.17,94.9,1,Havelse 0-3 Energie Cottbus,2026-04-04
Havelse,1.18,4.56,-3.38,1.18,4.56,-3.38,0.00,0.00,0.00,1.18,4.56,-3.38,0,3,-3,0.38,53.90,40.27,40.65,0.63,1.62,193,7,9,16,14.29,9.88,20.00,1,8,8,1,5,67.5,34.96,29.27,22.68,11.93,5.1,0,Havelse 0-3 Energie Cottbus,2026-04-04
Viktoria Köln,1.52,3.45,-1.93,1.13,3.11,-1.98,0.39,0.34,0.05,1.52,3.45,-1.93,3,2,1,2.93,29.10,22.67,41.38,0.44,1.88,89,7,9,21,20.45,11.17,17.32,0,4,9,1,17,20.9,7.76,116.47,92.73,90.7,67.15,0,Hansa Rostock 2-3 Viktoria Köln,2026-04-04
Hansa Rostock,3.45,1.52,1.93,3.11,1.13,1.98,0.34,0.39,-0.05,3.45,1.52,1.93,2,3,-1,-2.93,70.90,77.33,50.81,1.88,0.44,341,23,21,9,11.17,20.45,6.51,4,0,49,10,12,248.3,92.24,9.13,7.27,44.37,32.85,1,Hansa Rostock 2-3 Viktoria Köln,2026-04-04
Schweinfurt,0.37,2.71,-2.34,0.17,1.99,-1.82,0.20,0.72,-0.52,0.37,2.71,-2.34,0,4,-4,-1.66,52.50,38.8,40.91,0.37,0.81,167,6,6,13,16.22,16.05,10.45,9,6,10,3,12,49.3,26.15,30.07,25.02,10.37,3.77,3,Osnabrück 4-0 Schweinfurt,2026-04-04
Osnabrück,2.71,0.37,2.34,1.99,0.17,1.82,0.72,0.20,0.52,2.71,0.37,2.34,4,0,4,1.66,47.50,61.2,49.02,0.81,0.37,202,14,13,6,16.05,16.22,13.16,6,9,18,3,13,139.2,73.85,90.13,74.98,265.01,96.23,1,Osnabrück 4-0 Schweinfurt,2026-04-04
Rot-Weiss Essen,0.74,1.97,-1.23,0.71,1.62,-0.91,0.04,0.34,-0.30,0.74,1.97,-1.23,2,1,1,2.23,42.90,42.37,44.38,0.8,0.71,163,11,8,12,10.0,16.9,11.24,6,3,13,2,11,42.2,28.67,75.4,72.83,97.37,68.01,5,Viktoria Köln 1-2 Rot-Weiss Essen,2026-03-22
Viktoria Köln,1.97,0.74,1.23,1.62,0.71,0.91,0.34,0.04,0.30,1.97,0.74,1.23,1,2,-1,-2.23,57.10,57.63,48.63,0.71,0.8,252,15,12,8,16.9,10.0,9.64,3,6,22,6,18,105.0,71.33,28.13,27.17,45.8,31.99,2,Viktoria Köln 1-2 Rot-Weiss Essen,2026-03-22
1860 München,2.17,1.43,0.74,1.16,0.61,0.55,0.25,0.82,-0.57,1.41,1.43,-0.02,1,2,-1,-1.74,56.10,48.82,42.14,0.86,0.58,195,17,13,12,15.12,20.69,10.87,3,8,23,6,11,87.5,63.54,27.73,28.35,71.1,47.74,3,MSV Duisburg 2-1 1860 München,2026-03-22
MSV Duisburg,1.43,2.17,-0.74,0.61,1.16,-0.55,0.82,0.25,0.57,1.43,1.41,0.02,2,1,1,1.74,43.90,51.18,44.14,0.58,0.86,148,8,12,13,20.69,15.12,11.03,8,3,12,4,15,50.2,36.46,70.07,71.65,77.83,52.26,6,MSV Duisburg 2-1 1860 München,2026-03-22
Osnabrück,1.72,0.74,0.98,1.62,0.73,0.89,0.10,0.01,0.09,1.72,0.74,0.98,1,0,1,0.02,40.10,52.55,48.72,0.64,0.71,196,19,17,7,26.56,9.86,17.55,6,2,21,9,10,145.6,64.42,106.13,95.1,224.27,92.65,2,Hoffenheim II 0-1 Osnabrück,2026-03-22
Hoffenheim II,0.74,1.72,-0.98,0.73,1.62,-0.89,0.01,0.10,-0.09,0.74,1.72,-0.98,0,1,-1,-0.02,59.90,47.45,43.91,0.71,0.64,251,6,7,17,9.86,26.56,11.15,2,6,10,2,12,80.4,35.58,5.47,4.9,17.8,7.35,1,Hoffenheim II 0-1 Osnabrück,2026-03-22
Saarbrücken,0.58,1.79,-1.21,0.34,1.42,-1.08,0.24,0.37,-0.13,0.58,1.79,-1.21,0,3,-3,-1.79,33.10,32.78,41.71,0.36,0.64,126,7,9,17,25.0,26.56,20.78,2,10,15,6,6,20.8,10.71,137.2,89.28,32.09,17.54,1,Verl 3-0 Saarbrücken,2026-03-21
Verl,1.79,0.58,1.21,1.42,0.34,1.08,0.37,0.24,0.13,1.79,0.58,1.21,3,0,3,1.79,66.90,67.22,50.50,0.64,0.36,399,15,17,9,26.56,25.0,8.81,10,2,15,11,8,173.4,89.29,16.47,10.72,150.83,82.46,2,Verl 3-0 Saarbrücken,2026-03-21
Stuttgart II,1.75,2.61,-0.86,1.41,2.26,-0.85,0.34,0.35,-0.01,1.75,2.61,-0.86,1,3,-2,-1.14,54.70,47.77,46.56,0.6,0.69,194,9,10,21,16.67,30.43,7.51,5,5,11,4,16,33.2,31.56,14.07,23.71,19.53,16.94,1,Schweinfurt 3-1 Stuttgart II,2026-03-21
Schweinfurt,2.61,1.75,0.86,2.26,1.41,0.85,0.35,0.34,0.01,2.61,1.75,0.86,3,1,2,1.14,45.30,52.23,43.99,0.69,0.6,142,15,21,10,30.43,16.67,9.45,5,5,23,8,14,72.0,68.44,45.27,76.29,95.73,83.06,2,Schweinfurt 3-1 Stuttgart II,2026-03-21
Havelse,2.34,2.62,-0.28,1.92,2.20,-0.28,0.42,0.42,0.00,2.34,2.62,-0.28,2,5,-3,-2.72,58.50,59.7,41.77,0.79,0.3,207,10,14,10,17.72,33.33,10.25,7,6,15,5,13,126.0,74.38,11.07,10.5,66.04,34.43,1,Jahn Regensburg 5-2 Havelse,2026-03-21
Jahn Regensburg,2.62,2.34,0.28,2.20,1.92,0.28,0.42,0.42,0.00,2.62,2.34,0.28,5,2,3,2.72,41.50,40.3,39.73,0.3,0.79,129,7,10,14,33.33,17.72,13.80,6,7,7,1,14,43.4,25.62,94.33,89.5,125.78,65.57,0,Jahn Regensburg 5-2 Havelse,2026-03-21
Ulm,0.69,1.20,-0.51,0.67,1.10,-0.43,0.02,0.09,-0.07,0.69,1.20,-0.51,1,1,0,0.51,32.50,35.98,47.97,0.71,1.37,129,10,6,16,8.45,11.68,19.60,4,9,21,7,13,31.7,15.79,122.2,94.63,91.47,55.92,2,Energie Cottbus 1-1 Ulm,2026-03-21
Energie Cottbus,1.20,0.69,0.51,1.10,0.67,0.43,0.09,0.02,0.07,1.20,0.69,0.51,1,1,0,-0.51,67.50,64.02,50.19,1.37,0.71,326,20,16,6,11.68,8.45,7.06,9,4,31,9,9,169.1,84.21,6.93,5.37,72.1,44.08,1,Energie Cottbus 1-1 Ulm,2026-03-21
Alemannia Aachen,3.18,1.13,2.05,2.54,1.08,1.46,0.64,0.05,0.59,3.18,1.13,2.05,2,1,1,-1.05,45.30,59.61,50.41,0.43,0.67,204,7,20,9,46.51,13.43,10.11,8,3,24,13,14,126.3,68.05,73.73,84.88,177.7,84.66,1,Ingolstadt 1-2 Alemannia Aachen,2026-03-21
Ingolstadt,1.13,3.18,-2.05,1.08,2.54,-1.46,0.05,0.64,-0.59,1.13,3.18,-2.05,1,2,-1,1.05,54.70,40.39,42.11,0.67,0.43,177,12,9,20,13.43,46.51,8.83,3,8,13,3,14,59.3,31.95,13.13,15.12,32.2,15.34,8,Ingolstadt 1-2 Alemannia Aachen,2026-03-21
Erzgebirge Aue,0.47,1.69,-1.22,0.38,1.69,-1.31,0.10,0.00,0.10,0.47,1.69,-1.22,1,2,-1,0.22,49.30,53.93,44.07,0.82,0.82,163,10,10,17,12.2,20.73,13.42,5,3,21,5,12,61.0,43.17,86.47,80.71,95.73,67.53,6,Waldhof Mannheim 2-1 Erzgebirge Aue,2026-03-21
Waldhof Mannheim,1.69,0.47,1.22,1.69,0.38,1.31,0.00,0.10,-0.10,1.69,0.47,1.22,2,1,1,-0.22,50.70,46.07,43.90,0.82,0.82,171,12,17,10,20.73,12.2,10.41,3,5,17,4,10,80.3,56.83,20.67,19.29,46.03,32.47,1,Waldhof Mannheim 2-1 Erzgebirge Aue,2026-03-21
Hansa Rostock,1.65,2.35,-0.70,0.89,2.00,-1.11,0.00,0.34,-0.34,0.89,2.35,-1.46,1,0,1,1.70,44.20,28.06,39.60,0.28,1.94,119,4,4,25,14.29,12.89,10.41,5,1,10,3,10,16.2,7.65,47.47,45.79,19.4,11.33,0,Wehen Wiesbaden 0-1 Hansa Rostock,2026-03-20
Wehen Wiesbaden,2.35,1.65,0.70,2.00,0.89,1.11,0.34,0.00,0.34,2.35,0.89,1.46,0,1,-1,-1.70,55.80,71.94,54.83,1.94,0.28,292,32,25,4,12.89,14.29,13.74,1,5,42,7,11,195.7,92.35,56.2,54.21,151.83,88.67,7,Wehen Wiesbaden 0-1 Hansa Rostock,2026-03-20
Ingolstadt,2.47,2.42,0.05,2.18,1.51,0.67,0.29,0.15,0.14,2.47,1.66,0.81,3,1,2,1.95,49.10,41.11,39.57,1.19,1.33,159,15,9,19,7.56,14.29,9.53,4,4,16,2,13,60.1,29.72,22.87,25.08,59.03,32.68,2,Ulm 1-3 Ingolstadt,2026-03-15
Ulm,2.42,2.47,-0.05,1.51,2.18,-0.67,0.15,0.29,-0.14,1.66,2.47,-0.81,1,3,-2,-1.95,50.90,58.89,50.78,1.33,1.19,247,13,19,9,14.29,7.56,9.29,4,4,32,4,20,142.1,70.28,68.33,74.92,121.6,67.32,2,Ulm 1-3 Ingolstadt,2026-03-15
Schweinfurt,0.43,3.74,-3.31,0.43,3.31,-2.88,0.00,0.43,-0.43,0.43,3.74,-3.31,0,4,-4,-0.69,33.90,41.58,44.42,0.41,0.88,127,6,8,22,19.51,25.0,14.33,11,2,11,1,16,23.8,12.05,159.27,95.83,47.31,14.95,0,Verl 4-0 Schweinfurt,2026-03-15
Verl,3.74,0.43,3.31,3.31,0.43,2.88,0.43,0.00,0.43,3.74,0.43,3.31,4,0,4,0.69,66.10,58.42,41.12,0.88,0.41,226,17,22,8,25.0,19.51,11.13,2,11,15,8,9,173.7,87.95,6.93,4.17,269.21,85.05,1,Verl 4-0 Schweinfurt,2026-03-15
Hoffenheim II,0.99,3.87,-2.88,0.87,3.02,-2.15,0.12,0.09,0.03,0.99,3.11,-2.12,0,1,-1,1.88,35.20,25.71,34.75,0.48,0.99,57,6,10,26,20.83,26.26,14.00,2,3,5,2,15,21.8,9.06,100.47,90.73,42.17,22.05,0,Stuttgart II 1-0 Hoffenheim II,2026-03-15
