Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Aubagne,0.70,3.63,-2.93,0.70,2.07,-1.37,0.00,0.04,-0.04,0.70,2.11,-1.41,0,2,-2,0.93,39.30,27.85,37.43,0.46,1.29,85,13,8,22,17.39,17.05,12.00,4,11,10,1,15,19.5,8.14,48.73,71.32,30.17,12.84,1,Aubagne 0-2 Orléans,2026-04-17
Versailles,0.94,1.29,-0.35,0.88,1.29,-0.41,0.06,0.00,0.06,0.94,1.29,-0.35,0,1,-1,-0.65,48.20,49.81,44.74,0.77,0.77,167,12,12,13,15.58,16.88,13.41,3,1,25,9,8,60.6,48.52,51.13,66.18,81.97,55.52,1,Valenciennes 1-0 Versailles,2026-04-10
Valenciennes,1.29,0.94,0.35,1.29,0.88,0.41,0.00,0.06,-0.06,1.29,0.94,0.35,1,0,1,0.65,51.80,50.19,43.31,0.77,0.77,178,9,13,12,16.88,15.58,16.95,1,3,19,4,10,64.3,51.48,26.13,33.82,65.67,44.48,3,Valenciennes 1-0 Versailles,2026-04-10
Villefranche,1.33,2.68,-1.35,1.04,1.09,-0.05,0.30,1.60,-1.30,1.33,2.68,-1.35,0,0,0,1.35,41.90,32.36,35.32,0.41,0.88,89,7,10,23,24.39,26.14,19.86,3,2,10,3,10,40.1,20.94,56.07,54.79,56.63,26.37,0,Stade Briochin 0-0 Villefranche,2026-04-10
Stade Briochin,2.68,1.33,1.35,1.09,1.04,0.05,1.60,0.30,1.30,2.68,1.33,1.35,0,0,0,-1.35,58.10,67.64,48.35,0.88,0.41,245,19,23,10,26.14,24.39,9.67,2,3,30,12,15,151.4,79.06,46.27,45.21,158.13,73.63,2,Stade Briochin 0-0 Villefranche,2026-04-10
Fleury,1.68,2.17,-0.49,0.92,2.00,-1.08,0.00,0.17,-0.17,0.92,2.17,-1.25,2,2,0,0.49,58.40,40.62,41.98,0.58,0.83,152,7,11,17,18.97,20.48,5.63,2,10,8,1,18,50.4,28.39,10.27,10.04,19.1,9.09,2,Sochaux 2-2 Fleury,2026-04-10
Sochaux,2.17,1.68,0.49,2.00,0.92,1.08,0.17,0.00,0.17,2.17,0.92,1.25,2,2,0,-0.49,41.60,59.38,51.76,0.83,0.58,163,18,17,11,20.48,18.97,8.36,10,2,30,9,11,127.1,71.61,92.07,89.96,191.1,90.91,1,Sochaux 2-2 Fleury,2026-04-10
Caen,2.05,1.69,0.36,2.03,1.69,0.34,0.01,0.00,0.01,2.05,1.69,0.36,3,0,3,2.64,61.20,54.41,46.27,0.9,0.56,249,11,17,10,18.89,17.86,10.47,7,5,7,3,10,114.6,69.96,18.67,16.92,85.03,58.98,0,Paris 13 Atletico 0-3 Caen,2026-04-10
Paris 13 Atletico,1.69,2.05,-0.36,1.69,2.03,-0.34,0.00,0.01,-0.01,1.69,2.05,-0.36,0,3,-3,-2.64,38.80,45.59,42.30,0.56,0.9,135,7,10,17,17.86,18.89,17.89,5,7,13,4,10,49.2,30.04,91.67,83.08,59.13,41.02,1,Paris 13 Atletico 0-3 Caen,2026-04-10
Concarneau,3.72,2.00,1.72,3.72,1.79,1.93,0.00,0.21,-0.21,3.72,2.00,1.72,1,1,0,-1.72,34.50,28.08,40.13,1.03,0.93,94,10,10,13,9.71,13.98,11.62,5,4,15,3,18,46.3,18.87,73.8,79.3,66.1,31.27,2,Orléans 1-1 Concarneau,2026-04-10
Orléans,2.00,3.72,-1.72,1.79,3.72,-1.93,0.21,0.00,0.21,2.00,3.72,-1.72,1,1,0,1.72,65.50,71.92,52.35,0.93,1.03,315,22,13,10,13.98,9.71,8.67,4,5,35,8,9,199.0,81.13,19.27,20.7,145.27,68.73,0,Orléans 1-1 Concarneau,2026-04-10
Aubagne,1.96,2.56,-0.60,1.91,1.03,0.88,0.05,0.78,-0.73,1.96,1.80,0.16,2,1,1,1.60,40.00,46.92,47.35,0.4,1.23,166,5,11,12,27.5,9.76,11.92,2,3,18,4,21,72.3,44.96,95.8,92.36,115.5,70.37,1,Le Puy Foot 1-2 Aubagne,2026-04-10
Le Puy Foot,2.56,1.96,0.60,1.03,1.91,-0.88,0.78,0.05,0.73,1.80,1.96,-0.16,1,2,-1,-1.60,60.00,53.08,43.71,1.23,0.4,188,16,12,11,9.76,27.5,8.62,3,2,25,8,10,88.5,55.04,7.93,7.64,48.63,29.63,0,Le Puy Foot 1-2 Aubagne,2026-04-10
Quevilly-Rouen Métropole,4.08,1.52,2.56,2.99,1.41,1.58,0.33,0.11,0.22,3.32,1.52,1.80,5,3,2,-0.56,46.50,43.85,47.82,0.8,0.3,170,11,25,15,31.25,50.0,8.05,9,3,13,4,14,91.9,63.29,53.4,58.73,120.47,71.16,1,Châteauroux 3-5 Quevilly-Rouen Métropole,2026-04-10
Châteauroux,1.52,4.08,-2.56,1.41,2.99,-1.58,0.11,0.33,-0.22,1.52,3.32,-1.80,3,5,-2,0.56,53.50,56.15,47.13,0.3,0.8,196,10,15,25,50.0,31.25,13.30,3,9,21,7,11,53.3,36.71,37.53,41.27,48.83,28.84,0,Châteauroux 3-5 Quevilly-Rouen Métropole,2026-04-10
Bourg-Péronnas,0.19,2.04,-1.85,0.16,2.02,-1.86,0.03,0.02,0.01,0.19,2.04,-1.85,0,2,-2,-0.15,44.10,35.63,39.00,0.3,1.8,127,3,2,13,6.67,7.22,19.05,3,6,13,1,10,24.1,16.69,51.67,44.77,12.87,7.14,0,Dijon 2-0 Bourg-Péronnas,2026-04-10
Dijon,2.04,0.19,1.85,2.02,0.16,1.86,0.02,0.03,-0.01,2.04,0.19,1.85,2,0,2,0.15,55.90,64.37,45.31,1.8,0.3,210,16,13,2,7.22,6.67,9.76,6,3,27,7,13,120.3,83.31,63.73,55.23,167.4,92.86,3,Dijon 2-0 Bourg-Péronnas,2026-04-10
Rouen,2.15,1.93,0.22,1.05,1.93,-0.88,0.34,0.00,0.34,1.39,1.93,-0.54,1,2,-1,-1.22,61.40,70.34,52.59,1.07,0.36,265,17,16,13,14.95,36.11,6.68,6,4,30,11,22,156.0,83.29,13.2,14.42,109.0,67.9,1,Villefranche 2-1 Rouen,2026-04-03
Villefranche,1.93,2.15,-0.22,1.93,1.05,0.88,0.00,0.34,-0.34,1.93,1.39,0.54,2,1,1,1.22,38.60,29.66,41.03,0.36,1.07,92,2,13,16,36.11,14.95,11.10,4,6,13,4,15,31.3,16.71,78.33,85.58,51.53,32.1,1,Villefranche 2-1 Rouen,2026-04-03
Sochaux,1.03,1.34,-0.31,0.72,0.70,0.02,0.31,0.64,-0.33,1.03,1.34,-0.31,0,1,-1,-0.69,52.80,55.35,48.12,0.38,0.56,225,5,14,13,36.84,23.21,13.77,10,8,19,5,9,105.0,67.61,45.07,46.3,104.3,61.43,0,Versailles 1-0 Sochaux,2026-04-03
Versailles,1.34,1.03,0.31,0.70,0.72,-0.02,0.64,0.31,0.33,1.34,1.03,0.31,1,0,1,0.69,47.20,44.65,41.94,0.56,0.38,154,7,13,14,23.21,36.84,11.97,8,10,14,5,9,50.3,32.39,52.27,53.7,65.5,38.57,0,Versailles 1-0 Sochaux,2026-04-03
Valenciennes,3.69,2.80,0.89,3.55,1.97,1.58,0.14,0.07,0.07,3.69,2.04,1.65,2,3,-1,-1.89,64.10,68.23,49.08,0.86,0.4,271,17,15,9,17.44,22.5,9.59,6,5,33,9,8,127.3,77.1,17.87,19.49,70.07,47.87,2,Quevilly-Rouen Métropole 3-2 Valenciennes,2026-04-03
Quevilly-Rouen Métropole,2.80,3.69,-0.89,1.97,3.55,-1.58,0.07,0.14,-0.07,2.04,3.69,-1.65,3,2,1,1.89,35.90,31.77,43.97,0.4,0.86,117,4,9,15,22.5,17.44,16.07,5,6,15,7,14,37.8,22.9,73.8,80.51,76.3,52.13,0,Quevilly-Rouen Métropole 3-2 Valenciennes,2026-04-03
Stade Briochin,0.47,1.77,-1.30,0.47,1.72,-1.25,0.00,0.05,-0.05,0.47,1.77,-1.30,1,1,0,1.30,42.00,39.81,43.70,0.18,1.02,161,4,9,16,50.0,15.69,12.67,5,9,12,0,9,58.7,30.75,102.73,84.03,77.3,50.72,0,Caen 1-1 Stade Briochin,2026-04-03
Caen,1.77,0.47,1.30,1.72,0.47,1.25,0.05,0.00,0.05,1.77,0.47,1.30,1,1,0,-1.30,58.00,60.19,48.21,1.02,0.18,259,14,16,9,15.69,50.0,7.56,9,5,27,5,23,132.2,69.25,19.53,15.97,75.1,49.28,1,Caen 1-1 Stade Briochin,2026-04-03
Dijon,0.69,2.39,-1.70,0.41,1.13,-0.72,0.28,0.50,-0.22,0.69,1.63,-0.94,1,3,-2,-0.30,42.00,50.59,45.92,0.28,0.92,174,8,9,11,32.14,11.96,15.09,5,8,15,6,13,57.1,46.31,85.67,89.11,109.67,65.1,0,Fleury 3-1 Dijon,2026-04-03
Fleury,2.39,0.69,1.70,1.13,0.41,0.72,0.50,0.28,0.22,1.63,0.69,0.94,3,1,2,0.30,58.00,49.41,42.43,0.92,0.28,213,8,11,9,11.96,32.14,8.23,8,5,14,1,13,66.2,53.69,10.47,10.89,58.8,34.9,0,Fleury 3-1 Dijon,2026-04-03
Paris 13 Atletico,1.23,1.05,0.18,1.23,0.91,0.32,0.00,0.14,-0.14,1.23,1.05,0.18,0,1,-1,-1.18,53.50,44.41,41.35,0.76,0.62,157,6,3,13,3.95,20.97,10.40,5,3,10,3,15,53.7,31.61,23.07,23.78,28.93,15.22,1,Bourg-Péronnas 1-0 Paris 13 Atletico,2026-04-03
Bourg-Péronnas,1.05,1.23,-0.18,0.91,1.23,-0.32,0.14,0.00,0.14,1.05,1.23,-0.18,1,0,1,1.18,46.50,55.59,46.32,0.62,0.76,165,9,13,3,20.97,3.95,12.15,3,5,18,6,14,116.2,68.39,73.93,76.22,161.1,84.78,0,Bourg-Péronnas 1-0 Paris 13 Atletico,2026-04-03
Le Puy Foot,1.10,1.93,-0.83,1.10,0.93,0.17,0.00,0.24,-0.24,1.10,1.17,-0.07,3,0,3,3.83,52.60,36.13,39.91,0.31,0.72,168,4,9,14,29.03,19.44,13.52,2,4,11,0,10,50.8,28.36,55.93,36.59,41.33,20.45,0,Concarneau 0-3 Le Puy Foot,2026-04-03
Concarneau,1.93,1.10,0.83,0.93,1.10,-0.17,0.24,0.00,0.24,1.17,1.10,0.07,0,3,-3,-3.83,47.40,63.87,46.11,0.72,0.31,210,14,14,9,19.44,29.03,13.16,4,2,28,6,14,128.3,71.64,96.93,63.41,160.73,79.55,3,Concarneau 0-3 Le Puy Foot,2026-04-03
Châteauroux,3.32,1.55,1.77,2.36,1.26,1.10,0.20,0.29,-0.09,2.56,1.55,1.01,1,1,0,-1.77,61.70,54.06,45.11,0.84,0.68,188,9,18,16,21.43,23.53,8.73,7,3,16,6,10,99.8,64.35,6.4,6.02,64.2,41.59,2,Aubagne 1-1 Châteauroux,2026-04-03
Aubagne,1.55,3.32,-1.77,1.26,2.36,-1.10,0.29,0.20,0.09,1.55,2.56,-1.01,1,1,0,1.77,38.30,45.94,47.60,0.68,0.84,129,13,16,18,23.53,21.43,14.00,3,7,17,5,14,55.3,35.65,99.87,93.98,90.17,58.41,2,Aubagne 1-1 Châteauroux,2026-04-03
Caen,0.66,2.22,-1.56,0.55,1.34,-0.79,0.10,0.88,-0.78,0.66,2.22,-1.56,1,1,0,1.56,48.60,38.95,41.39,0.42,0.98,135,7,7,10,16.67,10.2,15.00,5,10,9,4,13,43.4,26.94,65.53,55.85,77.5,38.74,1,Rouen 1-1 Caen,2026-03-27
Rouen,2.22,0.66,1.56,1.34,0.55,0.79,0.88,0.10,0.78,2.22,0.66,1.56,1,1,0,-1.56,51.40,61.05,45.25,0.98,0.42,190,9,10,7,10.2,16.67,10.54,10,5,24,7,10,117.7,73.06,51.8,44.15,122.57,61.26,1,Rouen 1-1 Caen,2026-03-27
Aubagne,1.19,1.51,-0.32,1.19,0.85,0.34,0.00,0.66,-0.66,1.19,1.51,-0.32,0,0,0,0.32,34.50,25.72,40.16,0.47,0.68,99,11,9,21,19.15,30.88,20.20,1,10,9,1,7,36.1,15.39,96.93,88.34,54.53,29.11,0,Valenciennes 0-0 Aubagne,2026-03-27
Valenciennes,1.51,1.19,0.32,0.85,1.19,-0.34,0.66,0.00,0.66,1.51,1.19,0.32,0,0,0,-0.32,65.50,74.28,50.53,0.68,0.47,340,15,21,9,30.88,19.15,8.71,10,1,36,8,11,198.5,84.61,12.8,11.66,132.8,70.89,1,Valenciennes 0-0 Aubagne,2026-03-27
Paris 13 Atletico,0.71,0.77,-0.06,0.50,0.74,-0.24,0.20,0.03,0.17,0.71,0.77,-0.06,1,0,1,1.06,53.00,55.51,44.62,0.46,0.17,176,10,7,8,15.22,47.06,9.97,7,3,16,6,13,68.5,54.45,45.0,33.99,60.9,40.2,0,Stade Briochin 0-1 Paris 13 Atletico,2026-03-27
Stade Briochin,0.77,0.71,0.06,0.74,0.50,0.24,0.03,0.20,-0.17,0.77,0.71,0.06,0,1,-1,-1.06,47.00,44.49,40.48,0.17,0.46,132,5,8,7,47.06,15.22,17.62,3,7,13,5,11,57.3,45.55,87.4,66.01,90.6,59.8,1,Stade Briochin 0-1 Paris 13 Atletico,2026-03-27
Quevilly-Rouen Métropole,0.57,2.19,-1.62,0.39,1.89,-1.50,0.19,0.30,-0.11,0.57,2.19,-1.62,0,2,-2,-0.38,42.60,29.41,40.63,0.5,0.9,120,5,5,20,10.0,22.22,12.10,1,4,16,2,15,33.7,15.13,55.07,58.87,20.2,9.19,1,Sochaux 2-0 Quevilly-Rouen Métropole,2026-03-27
Sochaux,2.19,0.57,1.62,1.89,0.39,1.50,0.30,0.19,0.11,2.19,0.57,1.62,2,0,2,0.38,57.40,70.59,49.79,0.9,0.5,261,16,20,5,22.22,10.0,12.18,4,1,30,14,10,189.1,84.87,38.47,41.13,199.5,90.81,1,Sochaux 2-0 Quevilly-Rouen Métropole,2026-03-27
Villefranche,1.30,1.92,-0.62,1.24,1.33,-0.09,0.06,0.59,-0.53,1.30,1.92,-0.62,0,0,0,0.62,37.10,29.23,36.81,0.56,1.11,81,6,12,23,21.43,20.72,15.30,5,12,7,1,14,24.4,13.03,93.6,75.32,63.77,31.41,0,Orléans 0-0 Villefranche,2026-03-27
Orléans,1.92,1.30,0.62,1.33,1.24,0.09,0.59,0.06,0.53,1.92,1.30,0.62,0,0,0,-0.62,62.90,70.77,52.03,1.11,0.56,346,19,23,12,20.72,21.43,6.50,12,5,23,9,14,162.8,86.97,30.67,24.68,139.23,68.59,0,Orléans 0-0 Villefranche,2026-03-27
Bourg-Péronnas,0.75,3.16,-2.41,0.39,1.99,-1.60,0.36,0.41,-0.05,0.75,2.40,-1.65,0,3,-3,-0.59,51.30,59.94,48.09,0.64,1.12,222,7,9,10,14.06,8.93,11.09,7,1,23,6,14,118.0,64.2,47.47,48.14,76.7,45.16,1,Fleury 3-0 Bourg-Péronnas,2026-03-27
Fleury,3.16,0.75,2.41,1.99,0.39,1.60,0.41,0.36,0.05,2.40,0.75,1.65,3,0,3,0.59,48.70,40.06,46.35,1.12,0.64,202,13,10,9,8.93,14.06,13.07,1,7,15,7,13,65.8,35.8,51.13,51.86,93.13,54.84,0,Fleury 3-0 Bourg-Péronnas,2026-03-27
Concarneau,1.26,1.86,-0.60,1.23,1.00,0.23,0.03,0.10,-0.07,1.26,1.10,0.16,1,3,-2,-1.40,43.70,51.28,47.84,0.88,0.28,161,12,11,9,12.5,32.14,7.91,7,0,16,3,12,75.0,52.26,68.73,63.96,77.23,42.97,1,Châteauroux 3-1 Concarneau,2026-03-27
Châteauroux,1.86,1.26,0.60,1.00,1.23,-0.23,0.10,0.03,0.07,1.10,1.26,-0.16,3,1,2,1.40,56.30,48.72,44.82,0.28,0.88,178,6,9,11,32.14,12.5,9.17,0,7,16,5,20,68.5,47.74,38.73,36.04,102.5,57.03,0,Châteauroux 3-1 Concarneau,2026-03-27
Versailles,1.19,1.76,-0.57,1.11,1.72,-0.61,0.07,0.03,0.04,1.19,1.76,-0.57,1,3,-2,-1.43,39.00,36.36,43.09,0.11,0.34,116,7,5,15,45.45,44.12,10.73,5,11,12,1,8,21.2,15.68,79.67,83.56,59.4,36.67,1,Dijon 3-1 Versailles,2026-03-27
Dijon,1.76,1.19,0.57,1.72,1.11,0.61,0.03,0.07,-0.04,1.76,1.19,0.57,3,1,2,1.43,61.00,63.64,46.45,0.34,0.11,206,11,15,5,44.12,45.45,5.93,11,5,19,5,11,114.0,84.32,15.67,16.44,102.57,63.33,4,Dijon 3-1 Versailles,2026-03-27
Stade Briochin,0.62,1.61,-0.99,0.59,1.50,-0.91,0.03,0.12,-0.09,0.62,1.61,-0.99,1,1,0,0.99,33.40,28.07,45.56,0.0,1.22,119,3,4,22,inf,18.03,17.00,1,0,14,5,9,4.2,1.51,102.13,94.92,38.73,23.73,0,Bourg-Péronnas 1-1 Stade Briochin,2026-03-21
Bourg-Péronnas,1.61,0.62,0.99,1.50,0.59,0.91,0.12,0.03,0.09,1.61,0.62,0.99,1,1,0,-0.99,66.60,71.93,55.90,1.22,0.0,378,12,22,4,18.03,inf,8.75,0,1,42,5,15,274.1,98.49,5.47,5.08,124.47,76.27,0,Bourg-Péronnas 1-1 Stade Briochin,2026-03-21
Orléans,2.57,1.04,1.53,1.38,0.80,0.58,0.43,0.24,0.19,1.81,1.04,0.77,1,1,0,-1.53,52.60,54.06,46.67,0.72,0.36,211,13,14,8,19.44,22.22,8.88,5,7,23,6,10,92.6,61.69,47.33,50.53,101.17,64.75,1,Caen 1-1 Orléans,2026-03-21
Caen,1.04,2.57,-1.53,0.80,1.38,-0.58,0.24,0.43,-0.19,1.04,1.81,-0.77,1,1,0,1.53,47.40,45.94,41.61,0.36,0.72,149,5,8,14,22.22,19.44,10.16,7,5,12,3,19,57.5,38.31,46.33,49.47,55.07,35.25,0,Caen 1-1 Orléans,2026-03-21
Le Puy Foot,2.17,1.45,0.72,2.17,1.35,0.82,0.00,0.11,-0.11,2.17,1.45,0.72,3,2,1,0.28,38.80,27.91,38.62,0.47,0.78,105,4,6,20,12.77,25.64,10.67,6,8,1,0,18,15.9,7.04,63.8,69.5,44.6,37.42,1,Villefranche 2-3 Le Puy Foot,2026-03-20
Villefranche,1.45,2.17,-0.72,1.35,2.17,-0.82,0.11,0.00,0.11,1.45,2.17,-0.72,2,3,-1,-0.28,61.20,72.09,53.51,0.78,0.47,315,15,20,6,25.64,12.77,7.19,8,6,50,6,15,209.9,92.96,28.0,30.5,74.6,62.58,1,Villefranche 2-3 Le Puy Foot,2026-03-20
Fleury,1.01,1.20,-0.19,0.95,0.99,-0.04,0.05,0.21,-0.16,1.01,1.20,-0.19,1,1,0,0.19,48.40,36.53,40.04,0.48,0.8,127,7,8,16,16.67,20.0,6.46,6,5,9,2,22,48.7,27.78,47.33,49.34,61.3,33.63,0,Versailles 1-1 Fleury,2026-03-20
Versailles,1.20,1.01,0.19,0.99,0.95,0.04,0.21,0.05,0.16,1.20,1.01,0.19,1,1,0,-0.19,51.60,63.47,46.10,0.8,0.48,205,17,16,8,20.0,16.67,7.37,5,6,30,9,15,126.6,72.22,48.6,50.66,120.97,66.37,0,Versailles 1-1 Fleury,2026-03-20
Rouen,2.06,0.96,1.10,0.61,0.96,-0.35,0.68,0.00,0.68,1.30,0.96,0.34,0,0,0,-1.10,53.50,72.73,51.78,1.1,0.32,252,13,15,10,13.64,31.25,13.03,7,3,35,8,11,187.6,88.99,67.87,67.64,216.23,92.94,1,Paris 13 Atletico 0-0 Rouen,2026-03-20
Paris 13 Atletico,0.96,2.06,-1.10,0.96,0.61,0.35,0.00,0.68,-0.68,0.96,1.30,-0.34,0,0,0,1.10,46.50,27.27,40.26,0.32,1.1,141,4,10,15,31.25,13.64,16.71,3,7,12,2,7,23.2,11.01,32.47,32.36,16.43,7.06,0,Paris 13 Atletico 0-0 Rouen,2026-03-20
Valenciennes,1.70,1.45,0.25,0.61,1.29,-0.68,1.09,0.16,0.93,1.70,1.45,0.25,2,1,1,0.75,60.10,50.68,42.79,0.51,0.72,196,8,10,11,19.61,15.28,11.67,3,11,15,5,7,85.7,65.37,7.0,6.3,50.4,31.1,1,Concarneau 1-2 Valenciennes,2026-03-20
Concarneau,1.45,1.70,-0.25,1.29,0.61,0.68,0.16,1.09,-0.93,1.45,1.70,-0.25,1,2,-1,-0.75,39.90,49.32,44.95,0.72,0.51,150,7,11,10,15.28,19.61,12.80,11,3,28,7,11,45.4,34.63,104.07,93.7,111.67,68.9,4,Concarneau 1-2 Valenciennes,2026-03-20
Sochaux,2.59,0.60,1.99,1.73,0.60,1.13,0.10,0.00,0.10,1.83,0.60,1.23,4,1,3,1.01,49.10,59.62,48.11,0.83,0.36,186,11,19,9,22.89,25.0,8.93,8,5,20,3,18,129.6,83.88,70.2,67.81,188.87,90.17,1,Aubagne 1-4 Sochaux,2026-03-20
Aubagne,0.60,2.59,-1.99,0.60,1.73,-1.13,0.00,0.10,-0.10,0.60,1.83,-1.23,1,4,-3,-1.01,50.90,40.38,39.73,0.36,0.83,138,6,9,19,25.0,22.89,9.77,5,8,14,2,13,24.9,16.12,33.33,32.19,20.6,9.83,0,Aubagne 1-4 Sochaux,2026-03-20
Dijon,0.71,0.54,0.17,0.71,0.37,0.34,0.00,0.17,-0.17,0.71,0.54,0.17,1,0,1,0.83,58.00,63.91,47.23,0.33,0.45,244,1,5,8,15.15,17.78,7.12,9,5,20,3,17,71.3,66.08,24.33,23.67,71.4,51.43,0,Quevilly-Rouen Métropole 0-1 Dijon,2026-03-19
Quevilly-Rouen Métropole,0.54,0.71,-0.17,0.37,0.71,-0.34,0.17,0.00,0.17,0.54,0.71,-0.17,0,1,-1,-0.83,42.00,36.09,43.01,0.45,0.33,143,7,8,5,17.78,15.15,13.00,5,9,11,3,13,36.6,33.92,78.47,76.33,67.43,48.57,2,Quevilly-Rouen Métropole 0-1 Dijon,2026-03-19
Châteauroux,0.93,2.07,-1.14,0.71,2.03,-1.32,0.22,0.04,0.18,0.93,2.07,-1.14,0,2,-2,-0.86,59.20,60.88,48.01,0.95,0.4,229,18,11,10,11.58,25.0,6.10,6,2,24,6,13,121.8,66.41,9.87,11.36,85.03,40.83,1,Stade Briochin 2-0 Châteauroux,2026-03-17
Stade Briochin,2.07,0.93,1.14,2.03,0.71,1.32,0.04,0.22,-0.18,2.07,0.93,1.14,2,0,2,0.86,40.80,39.12,49.62,0.4,0.95,158,12,10,11,25.0,11.58,11.56,2,6,19,3,19,61.6,33.59,77.0,88.64,123.23,59.17,0,Stade Briochin 2-0 Châteauroux,2026-03-17
Bourg-Péronnas,0.34,1.29,-0.95,0.32,0.90,-0.58,0.02,0.39,-0.37,0.34,1.29,-0.95,0,1,-1,-0.05,45.50,45.36,44.02,0.61,0.91,147,11,11,15,18.03,16.48,14.54,5,2,21,3,14,54.3,32.85,51.67,49.43,59.77,32.64,0,Versailles 1-0 Bourg-Péronnas,2026-03-13
Versailles,1.29,0.34,0.95,0.90,0.32,0.58,0.39,0.02,0.37,1.29,0.34,0.95,1,0,1,0.05,54.50,54.64,49.10,0.91,0.61,229,16,15,11,16.48,18.03,13.57,2,5,28,10,14,111.0,67.15,52.87,50.57,123.37,67.36,0,Versailles 1-0 Bourg-Péronnas,2026-03-13
Concarneau,0.64,3.00,-2.36,0.59,2.09,-1.50,0.05,0.90,-0.85,0.64,3.00,-2.36,0,2,-2,0.36,43.90,42.37,43.64,0.47,0.74,132,4,7,17,14.89,22.97,15.67,4,0,17,3,14,30.4,19.77,74.07,73.14,41.6,22.36,0,Sochaux 2-0 Concarneau,2026-03-13
Sochaux,3.00,0.64,2.36,2.09,0.59,1.50,0.90,0.05,0.85,3.00,0.64,2.36,2,0,2,-0.36,56.10,57.63,43.41,0.74,0.47,192,9,17,7,22.97,14.89,15.17,0,4,20,10,7,123.4,80.23,27.2,26.86,144.43,77.64,1,Sochaux 2-0 Concarneau,2026-03-13
Paris 13 Atletico,0.42,2.52,-2.10,0.39,2.15,-1.76,0.03,0.37,-0.34,0.42,2.52,-2.10,1,2,-1,1.10,36.60,28.12,40.35,0.34,1.17,112,6,9,18,26.47,15.38,11.45,7,5,14,2,16,25.1,10.88,85.27,79.89,46.9,27.09,1,Orléans 2-1 Paris 13 Atletico,2026-03-13
Orléans,2.52,0.42,2.10,2.15,0.39,1.76,0.37,0.03,0.34,2.52,0.42,2.10,2,1,1,-1.10,63.40,71.88,50.63,1.17,0.34,323,18,18,9,15.38,26.47,7.79,5,7,40,7,10,205.7,89.12,21.47,20.11,126.2,72.91,0,Orléans 2-1 Paris 13 Atletico,2026-03-13
Caen,0.85,2.18,-1.33,0.83,1.42,-0.59,0.02,0.00,0.02,0.85,1.42,-0.57,0,1,-1,0.33,53.90,46.67,43.35,0.17,0.33,173,6,8,9,47.06,27.27,9.74,4,1,10,2,19,57.5,39.79,16.87,22.12,52.73,26.03,0,Le Puy Foot 1-0 Caen,2026-03-13
Le Puy Foot,2.18,0.85,1.33,1.42,0.83,0.59,0.00,0.02,-0.02,1.42,0.85,0.57,1,0,1,-0.33,46.10,53.33,44.10,0.33,0.17,155,9,9,8,27.27,47.06,14.62,1,4,12,3,17,87.0,60.21,59.4,77.88,149.87,73.97,6,Le Puy Foot 1-0 Caen,2026-03-13
Quevilly-Rouen Métropole,2.46,2.46,0.00,2.39,2.03,0.36,0.07,0.43,-0.36,2.46,2.46,0.00,1,2,-1,-1.00,49.10,53.5,44.96,0.75,1.22,180,10,13,13,17.33,10.66,11.51,1,3,21,2,15,94.7,51.36,72.33,57.07,66.5,36.53,1,Fleury 2-1 Quevilly-Rouen Métropole,2026-03-13
Fleury,2.46,2.46,0.00,2.03,2.39,-0.36,0.43,0.07,0.36,2.46,2.46,0.00,2,1,1,1.00,50.90,46.5,43.13,1.22,0.75,188,16,13,13,10.66,17.33,10.13,3,1,12,3,14,89.7,48.64,54.4,42.93,115.53,63.47,1,Fleury 2-1 Quevilly-Rouen Métropole,2026-03-13
Stade Briochin,2.44,2.85,-0.41,1.68,2.76,-1.08,0.00,0.09,-0.09,1.68,2.85,-1.17,2,3,-1,-0.59,50.50,44.62,45.77,0.64,0.94,202,11,9,17,14.06,18.09,11.70,1,2,13,3,19,52.1,25.64,34.47,43.89,25.68,11.49,0,Rouen 3-2 Stade Briochin,2026-03-13
Rouen,2.85,2.44,0.41,2.76,1.68,1.08,0.09,0.00,0.09,2.85,1.68,1.17,3,2,1,0.59,49.50,55.38,49.20,0.94,0.64,223,12,17,9,18.09,14.06,11.69,2,1,16,1,11,151.1,74.36,44.07,56.11,197.84,88.51,1,Rouen 3-2 Stade Briochin,2026-03-13
Villefranche,1.14,2.43,-1.29,0.38,2.43,-2.05,0.00,0.00,0.00,0.38,2.43,-2.05,1,0,1,2.29,34.00,28.53,42.57,0.31,1.73,99,5,7,19,22.58,10.98,17.70,1,4,7,0,12,19.4,7.95,101.87,92.05,35.33,26.91,0,Châteauroux 0-1 Villefranche,2026-03-13
